ID,Age,Salary,JoinDate,Department,Score
683,50,111472,2021-11-29,HR,94
684,60,135386,2015-06-23,MKT,98
685,,75407,2019-03-09,sales,99
686,34,94559,32/13/2020,VeryLongDepartmentName123,52
687,57,66385, 2023-07-10 , SALES ,NaN
688,27,20905,2017-10-21,HR,73
689,24,77587, 2023-07-10 ,Engineering,95
690,twenty five,24142,2020-05-17,Support,85
691,twenty five,130501,2016-03-25,sales,155
692,130,76928,,sales,
693,29,52421,2017-03-23,Engg,82
694,27,50065,2016-08-21,Engineering,51
695,32,28041,2015-07-31,Hr,72
696,29,$60000,,Hr,66
697,24,120986,32/13/2020,Support!!,73
698,23,$60000,2024/05/01,VeryLongDepartmentName123,NaN
699,37,46476,2015-06-29, SALES ,66
700,46,4008682,2020-11-15,VeryLongDepartmentName123,155
701, 30 ,44928,2020-07-20,Support,60
702,42,,not_a_date,MKT,100
703,34,$60000,2016-12-01,HR,52
704,35,47521, 2023-07-10 ,human resources,95
705, 30 ,102045,32/13/2020,HR,96
706,62,134036,2021-03-06,HR,63
707,64,138248,not_a_date,Engg,NaN
708,182,4713020,2015-10-12, SALES , 85 
709,64,118362,2016-03-26,,50
710,58,$60000,2022-12-07,sales,86
711,27,55056,2015-03-28,,56
712,,39316,2017-07-14,VeryLongDepartmentName123,95
713,25,56937,32/13/2020,sales,88
714,29,$60000,2024-03-02,Hr,NaN
715,18,121945,not_a_date,Engineering,57
716,135,66217,2020-05-25,Support!!, 85 
717,52,127663,2021-07-07,Support!!,94
718,189,22248,2016-07-01,VeryLongDepartmentName123,73
719,53,51784,2015-08-17,Support!!,95
720,45,106867,2024/05/01,,
721,44,$60000,2022-11-01,Hr,78
722,,99190,not_a_date,Sales,79
723,63,55628,2016-05-27,Support!!,64
724,22,61050,2024-04-11,Engineering,91
725,113,23676,2024/05/01,sales,98
726,30,50000 ,,Sales,230
183,38,147644,2016-02-03,human resources,
408,20,1676218,2016-01-18,Support!!,91
729,50,88588,2023-10-22, SALES ,77
365, 30 ,94304,2016-02-03,,69
731,163,42245,2018-12-18,sales,79
732,46,105235,2019-01-28,,89
733,57,109417,2017-12-12,VeryLongDepartmentName123,91
734,18,4577992,2024-07-29,sales,92
735,47,34302,2017-03-28,Engineering,88
736,35,144326,not_a_date,human resources,99
737,31,144865,2018-01-10,Hr,90
738,46,107771,2017-11-28,sales,69
739,52,$60000,2022-10-09,MKT,88
740,27,143072,2023-04-06,Support!!,NaN
741,twenty five,149530,2024-08-12, SALES ,87
742,44,98766,not_a_date,HR,73
743,50,4639641,2019-08-23,Engineering,77
744,47,50000 ,2019-04-12,Hr,94
745,24,3724723,2023-06-07,MKT,82
746,twenty five,92297,,sales,91
747,150,55076,2018-06-13,,50
748,,88021,2018-07-24,human resources,65
749,43,95740, 2023-07-10 ,Engineering,70
750,,122797,2022-01-13,VeryLongDepartmentName123,291
751,58,50000 ,2015-11-19,MKT,58
752,29,58918,2017-10-01,Support!!,92
753,58,34540,2016-05-17,sales,
754,31,22877, 2023-07-10 ,sales,70
755,46,102734,2016-04-25,human resources,88
756,25,45276,2016-09-16,HR,51
757,26,144941,2021-03-08,Support,81
758,,56842,2024/05/01,Hr,81
759,35,99599,2021-05-12,human resources,52
760,56,146503,2015-05-03,sales,61
761,41,21262,2023-01-15,human resources,70
762,56,50000 ,2024-11-27,,91
763,30,85359,2019-09-22,sales,265
764,33,149493,2018-03-10, SALES ,83
331,44,abc,32/13/2020,Engg,94
766,25,33466,2015-04-30, SALES ,96
767,111,20647,2017-11-29,VeryLongDepartmentName123,161
768,42,,2016-06-01,human resources,76
769,33,147972,2023-03-13,Engg,173
770,33,46986,,Sales,79
771,,87361,2018-07-01,Support!!,56
772,46,122238,32/13/2020,Engineering,86
773,65,2008992,,Support,57
774,27,63743,2019-02-23,sales,77
775,151,76828,2022-04-01,HR,57
776,35,113824,2016-02-19,HR,60
777, 30 ,,2021-12-23,Engg,94
778,,146123,2019-10-19,human resources,54
779,48,52441,2020-04-19,MKT,83
780,199,84312,2021-02-13,Hr,NaN
181,51,138248,2016-04-06,Hr,51
782,27,50000 ,2019-10-31,human resources,NaN
783,46,54774,2018-09-18,Engineering,67
784,39,3568455,2023-11-20,human resources,81
785,51,107073,2018-03-26,sales,63
786,115,129328,not_a_date,human resources,99
787,,58116,32/13/2020,HR,56
788,54,125431,not_a_date,Hr,69
789,47,134808,2016-07-21,Marketing,93
790,44,139610,,sales,69
791,57,58449,2019-05-28, SALES ,98
792,106,50000 ,2021-05-05,Engg,57
793,21,93668,2016-07-12,HR,69
794,30,50000 ,2024-11-13,HR,82
795,twenty five,130326,2024-03-19,MKT,89
796,,42383,2021-02-17,HR, 85 
797,35,34068,2019-10-07, SALES ,86
798, 30 ,66494,2023-02-09,Engg,72
799,63,42871, 2023-07-10 ,Support!!,100
800,22,69351,2017-01-08,MKT,83
801,55,72923, 2023-07-10 , SALES ,81
802,64,,2023-06-23,Engineering,57
384,56,,,Engineering,62
804,,89275,2015-12-19,MKT,
805,52,109438,2023-03-03,Support,
806,57,125066,2022-01-05,Engineering,-10
807, 30 ,abc, 2023-07-10 ,human resources,54
808,50,91557,2021-07-15,Engg,NaN
809,,141133,2024-11-06,Sales,-10
810,40,98400,2015-11-27,VeryLongDepartmentName123,67
811,32,59769,2017-07-21,Sales,62
812,19,3022381, 2023-07-10 ,Engineering,85
813,twenty five,140333,,Support!!,50
814,,abc,2024-12-26,HR,80
815, 30 ,126617,2024-08-18,HR,99
816,35,33681,2019-08-10,Support!!,
817,53,127004,not_a_date,Support!!,51
818,twenty five,27827,2019-04-22,Engg,52
819,52,90981,2015-04-17,VeryLongDepartmentName123,66
820,39,133474,2023-04-01,,96
821,54,54091,2020-03-29,Support!!,67
822,52,25060,32/13/2020,Support,-10
823,19,146600,2024-06-20,Marketing,63
824,22,abc,2016-06-05,HR,-10
825,29,96007, 2023-07-10 ,HR,51
826,56,50000 ,2019-12-23,HR,93
827,27,67223,2022-04-24,human resources,60
828,19,abc,2023-04-28,Marketing,63
829,27,30281,2017-07-08,MKT,96
830,51,106402,2018-07-22,Hr,
831,65,78328,2019-08-07,human resources,54
832,46,,,Support,100
833,twenty five,102920,2017-01-06,VeryLongDepartmentName123,NaN
834,65,129295,not_a_date,sales,74
835,53,abc,2021-08-19,MKT,52
836,58,57917,2016-07-05,Support!!,82
837,61,77486,2021-08-05,Hr,NaN
838,55,57389,2023-06-29, SALES ,97
839,35,33037,2018-11-23,Hr,60
840,32,,2023-06-19, SALES ,84
841,19,50000 ,2020-11-03, SALES ,95
842,49,56497,2018-12-19,,70
843,65,112642,2015-06-07,Engineering,85
844,58,2031436,2022-07-21,HR,
845,36,118231,2017-05-27,Engg,52
846,55,89528,2024-11-04,Hr,81
847,48,abc,2018-08-25,HR,NaN
848,43,83404,2020-06-26,MKT,210
849,38,71298,2019-06-21,Hr,64
850,32,,2021-11-17,MKT,51
851,148,92468,2020-10-25,HR,
852,,48261,2015-02-25,Sales,NaN
853,20,52415,2015-05-19,,58
854, 30 ,74444,2024/05/01,MKT,100
855,45,abc,32/13/2020,Support,77
856,171,52062,,Support!!,95
857,43,82495,32/13/2020,human resources,
858,,88603,2023-07-13,HR,276
859,54,55146,2024/05/01,,91
860,53,30673,2015-11-14,Engineering, 85 
861,25,42376,2020-06-18, SALES ,50
862,61,136594,2016-11-10, SALES ,89
863,48,141514,2024-07-23,VeryLongDepartmentName123,80
214,18,$60000,2018-09-17,sales,54
865,18,1807993,2019-02-13,MKT,85
866,,,2016-06-02,,74
867, 30 ,42033,2017-06-05,sales,NaN
868,21,75758,2018-05-24,Marketing,NaN
869,37,30249,2017-05-26, SALES ,77
870,61,105471,32/13/2020,,63
871,65,88944,32/13/2020,human resources,82
872,134,111160, 2023-07-10 ,Sales,80
873,48,91511,32/13/2020,Sales,61
874,25,28169,2024/05/01,Hr,93
875, 30 ,21857,2024-05-24,Support,-10
876,35,50000 , 2023-07-10 ,,229
877,23,35238,2016-01-06, SALES ,100
327,,143555, 2023-07-10 , SALES ,68
879,32,,2017-11-28,Support!!,217
880,46,42344,2021-07-25,Engineering,94
881,31,92300,2018-01-06,sales,NaN
882,29,62335,2022-05-20,MKT,90
883,39,44525,2020-03-27,Marketing,89
884,43,$60000,2020-05-30,Support,
885,35,23742,2018-05-16,VeryLongDepartmentName123,-10
886,21,120377,2020-02-22,Engineering,
887,29,50957, 2023-07-10 ,Marketing,
888,62,69321,2017-09-21,,
889,64,90007,2022-07-06,Support!!,-10
890,50,118524,2022-03-29,HR,
891,29,1632281,2015-05-23,Hr, 85 
892,40,4073043,2016-10-20,human resources,93
893,43,4235316,2016-04-19,MKT,80
894,,70262,2016-09-07,Sales,-10
895,155,80325,2024/05/01,Support,93
896,169,abc,2021-09-06,sales,75
897,,56004,2022-09-23,MKT,52
898,41,30323,2023-05-27,Hr, 85 
899,45,94828,2021-11-26,Marketing,53
900,45,44341,2015-07-07,MKT,67
107,26,123580,2017-06-25,HR,-10
902,55,90969,2021-04-03,Sales,78
903,,108209,2015-11-18,Support,55
904,38,40434,2021-12-31,human resources,98
499,33,69601,2016-05-20,sales,75
906,65,66140,2024/05/01,Hr,92
907,50,132598,2020-03-15,Hr,61
908,47,32887,2019-09-09,Engineering,89
909,23,143927,2017-10-20, SALES ,73
308,30,abc,2016-12-18,Engg,68
911,47,149723,2020-03-04,Marketing,71
912,22,$60000,2020-04-09,,66
913,56,77477,2015-09-02,Hr,95
914,25,119344,2023-11-17,sales,92
915,33,80062,2017-09-29,,NaN
916,189,39401,not_a_date,VeryLongDepartmentName123,68
917,37,58650,2022-10-18, SALES ,66
918,27,$60000,2020-10-17,Engineering,91
919,42,42167,2016-12-19,Engg,54
920,126,35675,,Engg,100
921,32,abc,2024/05/01,Marketing,53
922,,52124,2020-02-12, SALES ,55
923,26,,2021-07-08,Engg,100
924,58,33090,2021-09-16,Engg,NaN
925,59,100532,2015-01-03,Hr,81
926,36,50000 ,2022-08-08,Marketing,57
927, 30 ,81670,2018-06-01,sales,84
928,,61945,2016-02-26,Support,59
929,28,40595,2020-04-24,Support,67
930,37,115251,2018-07-15,Engg,98
931,40,4377969, 2023-07-10 ,HR,215
219,65,50000 ,2016-03-13,sales,80
933,20,145793,2018-02-21,MKT,87
934,36,$60000,2023-09-11,Support!!,87
935,,106598,2024-03-01,Hr,94
936,41,135944,,HR,93
937,19,76011,2023-12-14,Sales,82
938,50,90622,32/13/2020,Support,85
939,23,105219,2023-08-09,Support,97
940, 30 ,110778,2019-11-07,VeryLongDepartmentName123,50
941,102,,2018-08-30,Marketing,86
942,,47019,2024-06-21,Sales,54
943,30,55530,2017-06-08,,NaN
944,65,131960,2017-03-24,HR,57
945,64,,2023-04-22,MKT,63
946,50,20951,2019-06-28,,69
947,62,71076,2018-01-30,Support!!,
948,26,28019,2024-09-18,Support!!,76
949, 30 ,126210,2022-07-01,,69
950,19,136499,not_a_date,VeryLongDepartmentName123,98
951,51,4763082,,Engg,88
952,34,67917,2016-01-30,Engg,
953,65,136250,not_a_date,Hr,79
954,35,4772911,2021-07-01,Support!!,100
955,29,4333516,,Engg,86
956,52,105912,2018-10-13,human resources,81
957,184,abc,2021-02-03, SALES ,57
958,137,149015,2020-08-29, SALES , 85 
959,40,93778,2015-07-12,,94
960,24,132583, 2023-07-10 , SALES ,67
497,51,81342,32/13/2020,Sales,92
962,22,38847,2023-07-29,,91
963,124,56204,2016-05-20,Support!!,59
964,186,abc, 2023-07-10 ,MKT,69
965,27,139341,2018-01-19,Sales,NaN
966,49,119412,2021-10-07,MKT,92
967,58,130405,2017-10-27,Support,66
968,twenty five,97474,2016-03-01,,86
969,56,104237,2016-04-26,,95
970,20,131703,2020-11-11,Sales,51
971,39,125106,2024-07-11,VeryLongDepartmentName123,72
972,21,103205,2016-10-19,HR,97
973,49,100793,2024-05-18,HR, 85 
974,58,54692,2018-12-07,human resources,60
975,50,119191,2019-06-19,MKT,94
976,27,72003,2016-02-29,,55
977,33,55885,2024-05-05,Support!!,78
978,,83343,2021-03-28,Marketing,83
979,42,148701,2017-12-15,Engineering,65
980,26,112069,2021-06-29, SALES ,84
981,63,127620,2021-06-10,,81
982,twenty five,abc,2016-08-28,sales, 85 
983, 30 ,143567,2017-05-31,Support,93
984,50,50000 ,2024-09-03,Sales,72
985,twenty five,52610,2017-01-04,,81
986,twenty five,70783,2022-10-23,Engg,237
987,49,,2022-04-05,Support,56
988, 30 ,42087,2020-12-07,Sales,51
989,22,50000 ,not_a_date,human resources,86
990,29,78340,2021-01-10,VeryLongDepartmentName123,69
991,55,85228,2021-11-16,VeryLongDepartmentName123,85
992,22,51385,2023-11-27,Engineering,NaN
993,55,106967,2020-11-29,MKT,98
994,46,$60000,2019-03-25,sales,70
995,36,89147,2024-04-27,Hr,91
996,168,90485,2022-09-03,,61
997,,136962,2015-10-26,Support!!, 85 
998,20,,2024-04-28,human resources,73
999, 30 ,135598,2022-12-18,, 85 
1000,44,130445,2020-06-22,Hr,75
393,32,,2017-01-21,Marketing,66
1002,52,54275,2019-06-06,,81
1003,24,1959006, 2023-07-10 ,,73
1004,20,147730,2023-02-17,human resources,
1005,30,3701698,2020-09-01,sales,71
1006,22,57723,2024/05/01,human resources,76
1007,64,38807,2015-01-25,Engineering,NaN
1008,20,$60000,2021-05-29,Support,74
1009,57,103453,2016-09-19,Engg,242
1010,28,abc,,Support!!,58
1011,44,79285,2020-03-13,human resources,58
1012,,115591,2019-01-28,VeryLongDepartmentName123,100
1013,,79286,2023-09-08,,
1014,51,23124,2024/05/01,Support,93
1015,30,52204,2023-07-21,VeryLongDepartmentName123,98
1016,61,32722,2024-10-01,Sales,72
1017,22,96473,2018-10-18,Support!!,85
1018,52,93618,2022-11-06,Hr,92
1019,26,82505,2021-07-28,Support!!,61
1020,54,31142,2016-12-26, SALES ,59
1021,38,123098,2023-12-19,Engg,73
1022, 30 ,abc,not_a_date,Support!!,77
1023,60,50000 ,2024/05/01,Sales,NaN
1024,62,63992,2024-07-28,,58
1025,49,2118505, 2023-07-10 ,VeryLongDepartmentName123,51
1026,131,51056,2023-09-26,Sales,71
1027,twenty five,107154,2015-08-19,Support!!,55
1028,,70711,2017-02-28,Engg,61
1029,21,30427,2017-12-14, SALES ,94
1030,124,$60000,2021-09-29,Engineering,223
1031,59,,,human resources,77
1032,63,139862,2021-10-16,Support,295
1033,37,117644,not_a_date,Sales,79
1034,47,1640406,2024-10-17, SALES ,90
1035,60,,,Engg,51
1036,53,50000 ,2019-11-18,,53
1037,63,,2024-01-05,HR,275
1038,57,, 2023-07-10 ,human resources,80
1039,31,139294,2022-02-09,VeryLongDepartmentName123,86
1040,38,139456,2021-11-01,HR,51
1041,57,80645,2023-03-01,Hr,62
1042,35,82094,2021-12-17,Engg,70
1043,30,145531,2018-04-25,Support!!,82
1044,18,abc, 2023-07-10 ,,99
1045,53,61168,2020-02-11,Hr,-10
1046,115,61322,2021-03-03,Sales,75
1047,197,25161,2023-02-08,Support!!,54
1048,,66803,32/13/2020,,53
1049,53,78785,32/13/2020,HR,85
330,20,,32/13/2020,human resources,251
1051,53,28907,,Sales,73
1052, 30 ,101630,32/13/2020,Marketing,98
1053,34,79198,2022-04-22,Support,82
412,31,117946,2022-07-24,HR,53
1055,34,48417,2024-08-25,human resources,74
1056,28,98215,2022-06-25,,50
1057,35,69993,2016-10-15,sales,
1058,twenty five,105672,2017-12-12,Engg,97
1059,19,50000 ,2018-01-11,Sales,96
1060,42,128848,2015-02-24,MKT,67
1061,161,,2024-02-02,Sales,77
1062,63,abc,2020-02-12,, 85 
1063,38,42801,2020-03-29,human resources, 85 
1064,41,abc,32/13/2020,Support,93
1065,58,102928,2024-07-18,,100
1066,twenty five,91302,2021-06-15,Sales,60
1067,49,124452,2019-06-06,Marketing,250
1068,32,129359,2017-02-10,Support!!,81
1069,33,47426,2024-02-19,HR,51
1070,twenty five,66860,2022-10-29,MKT,63
1071,58,3488632,2018-12-10,Sales,74
1072,57,109764,2019-04-06,Sales,84
1073,58,118179,,Sales,95
1074,18,108505,2024/05/01,Engg,278
1075,21,50000 ,,Hr,160
1076,22,20746,2024-01-18,Support,
1077,32,144261,not_a_date, SALES ,NaN
1078, 30 ,91235,2015-05-18,Hr,54
1079,43,,2016-05-10,MKT,84
1080,,96299,32/13/2020, SALES ,97
1081,35,,2024-08-25,Engg,80
1082,58,29295,2024-08-14,Marketing,54
1083,58,abc,,Sales, 85 
1084,32,50000 ,2019-07-24,Support,-10
1085,44,,2019-02-22,Hr,71
1086,37,83935,2024-05-31,Support!!,88
1087,23,89827,2015-09-15,Hr,68
1088,38,65680,32/13/2020,Marketing,-10
1089,26,44899,2022-12-28,Marketing,NaN
1090,36,$60000,2024-12-13,Support,NaN
1091,27,53387,2019-05-30,Sales,66
1092,35,54825,2022-01-16,Engg,74
1093,26,25378,2016-06-05,, 85 
1094,57,,2024/05/01,MKT,72
1095,38,1922211,2015-03-13, SALES ,67
1096,twenty five,41711,2018-02-18,sales,77
1097,32,$60000,2023-04-16,VeryLongDepartmentName123,247
1098,51,50000 ,2019-12-17,MKT,63
1099,43,73097,32/13/2020,VeryLongDepartmentName123,80
1100,61,70969,2019-04-10,Sales,77
1101,144,42091,2022-03-26,Marketing,52
1102,23,50000 ,2017-10-22,sales,68
1103,29,88224,2015-10-01,MKT,100
1104,twenty five,50965,2017-03-11,MKT,95
1105,twenty five,43451,2017-02-04,HR,60
1106,21,1566017,2017-09-17,,67
1107,63,118895,, SALES ,81
1108,43,104849,2021-10-16,MKT,83
1109,26,50000 ,2016-04-18,MKT,73
250,twenty five,78974,2023-07-05,Support!!,59
117,47,46829,2020-03-12,HR,59
1112,22,87182,2024-09-27,,62
1113,50,55338,not_a_date,Support,NaN
1114,38,50000 ,,,52
1115,50,69535,2019-12-07,Support!!,
1116,20,,2017-03-04,Engineering,66
1117,28,1157122,,VeryLongDepartmentName123, 85 
1118,41,53827,2024-12-21,VeryLongDepartmentName123,70
1119,55,50000 ,2017-07-15,,71
1120,43,125076,not_a_date,Marketing,65
1121,50,74957,2015-11-29,HR,92
1122,45,24010,2016-04-29,Hr,81
1123,twenty five,50000 ,not_a_date,MKT,56
1124,twenty five,$60000,2022-04-08,Sales,195
1125,62,25299,2018-09-14,sales,52
1126,49,100666,2024-04-30,MKT,-10
1127,50,110312,32/13/2020,Support,72
1128,43,124104,2018-08-30,HR,
31,twenty five,57024,2018-08-03,MKT,57
1130,55,137386,2019-01-31, SALES ,53
437,twenty five,122724,2020-01-16, SALES ,98
1132,,83818,2016-08-29,Sales,81
1133,30,113240,2019-03-08,human resources,82
1134,65,3118044,2021-08-15,MKT,96
1135,36,57288,2024/05/01,Support,76
1136,173,abc,2024-07-22,Sales,298
118,46,51323,2018-01-25,Marketing, 85 
1138,56,96044,2021-03-12,Hr,74
1139,30,63093,,Sales,96
1140,44,115572,2023-07-31,VeryLongDepartmentName123,94
1141,25,,2023-11-28,,NaN
1142,52,$60000,2021-11-21,human resources,74
1143,57,28314,not_a_date,Marketing, 85 
1144,45,126405,not_a_date,MKT,97
1145,49,62233,2015-06-21,Sales,198
341,65,132984,2020-03-13,MKT,87
1147,64,119822,2018-07-22,HR,68
55,26,40058,2019-08-15,sales,243
1149,102,133967,2021-10-05,MKT,242
1150,,96313,2023-07-13,Marketing,55
1151,52,58999,2023-06-09,VeryLongDepartmentName123,76
1152,26,97110,,Sales,56
1153,33,$60000,2016-03-01,Support, 85 
1154,44,55823,2023-09-15,,53
1155,51,50000 ,2018-03-24,Hr,66
1156,43,110610,2024-02-18,Support,65
1157,65,4067095,2018-02-06,sales,95
1158,39,$60000,2024-09-28,human resources,83
1159,,134026,2022-06-05,HR,77
2,45,46717,32/13/2020, SALES ,68
1161,40,,2024-05-31,Engg,
1162,59,50000 ,2016-08-15,sales,94
1163,65,72915,2017-10-29,,86
1164,51,62909,2021-03-18,Engineering,
1165,45,96833,2022-07-06,,56
1166,38,81785,32/13/2020,Engg,51
1167,32,4634580,2023-04-14,sales,58
1168,20,73626,2022-03-18,MKT,
1169,52,51615,2018-02-08,Marketing,81
1170,24,141216,,Support!!,85
1171, 30 ,, 2023-07-10 ,Sales,
1172,twenty five,49573,2017-04-16,human resources,77
1173,18,,2019-09-18,sales,
1174,28,92744,2021-08-20,VeryLongDepartmentName123,60
1175,31,100078,2018-02-17,human resources,99
1176, 30 ,50000 ,2016-06-03,VeryLongDepartmentName123,84
1177,59,37723,2021-01-16,VeryLongDepartmentName123,64
1178,33,50000 ,32/13/2020,human resources,52
1179,32,,2019-09-26,Support!!,289
1180,39,122242,2022-09-30,Sales,
1181,,77537,2022-04-06,human resources,72
1182,50,54184,not_a_date,MKT,68
1183,119,61171,2020-09-08,Engineering,79
134,39,56055,,MKT,67
1185,41,50000 ,2021-03-13,Support!!,
1186,57,121235,2024-08-07,VeryLongDepartmentName123,83
1187,34,50000 ,2017-12-07,Support,91
1188,33,120119,2015-09-20,Engineering,67
1189,64,107752,2019-07-28,Hr,NaN
1190,51,abc,2015-06-17,,90
1191,36,4663585, 2023-07-10 ,human resources,68
1192,48,56672,2024/05/01,,51
1193,53,128844,2016-07-03,Engg,71
352,36,47385,2017-03-06,,95
1195,24,79604,2024-11-07,,
1196,49,62338,,,98
1197,38,50000 ,2021-03-13,Support!!,
1198,39,,2015-02-23,HR,90
1199, 30 ,140150,2022-08-17,HR,72
1200,22,103792,2016-03-21,Marketing,-10
1201,twenty five,40667,2020-09-02, SALES ,71
1202,22,58528,2019-07-27,Support!!,99
1203,45,88070, 2023-07-10 , SALES ,62
1204,41,31584,2015-04-22,Engineering, 85 
1205,198,86725,2024/05/01,sales,85
1206, 30 ,128972,2024/05/01,Sales,99
1207,60,89285,2017-05-18,HR,57
1208,62,86505,2021-07-07,Support!!,
1209,55,98361,2022-01-07,Engineering,99
1210,56,119756,2024-12-20,Marketing,73
1211,172,50000 ,2021-12-09,,56
1212,45,142883,2022-11-05,Sales, 85 
1213,29,143605,2024/05/01,HR,83
1214,196,145831,2016-04-27, SALES ,71
412,40,$60000,2024/05/01,Engineering,90
1216,45,135643,2024-01-20,Marketing,98
1217, 30 ,121337,2018-01-18,Support,60
1218, 30 ,136029,2019-05-14,sales,54
1219,19,50000 ,2018-02-17,sales,70
1220, 30 ,78106,2016-08-11,Sales,244
1221,36,1680787,,,72
409,64,70393,2021-05-04,Support!!,66
480,22,1819015,not_a_date,VeryLongDepartmentName123,60
1224,23,,2024/05/01, SALES ,NaN
1225,47,65215,not_a_date,Engg,289
1226,38,58537,2020-09-21,Engineering,65
1227,43,,2020-08-08,Support,54
83,55,$60000,, SALES ,81
1229,45,50000 ,2024-07-05,Marketing,70
1230,46,$60000,2022-02-20,Engineering,94
1231,51,122221,2019-03-21,Marketing,60
1232,28,106449,32/13/2020,Marketing,75
1233,29,50000 ,2023-06-20,MKT,99
1234,52,22118,2016-10-10,,94
1235,64,86500,2018-05-06,VeryLongDepartmentName123,89
1236,36,86523,2023-06-04,VeryLongDepartmentName123,
1237,48,106078,2024/05/01,Engg,89
1238,49,91037,2021-06-11,VeryLongDepartmentName123,59
1239,30,$60000,2020-11-17,Sales,100
1240,21,119033,2021-12-12,human resources,51
1241,29,69090,2024/05/01,Engineering,250
1242,,50000 ,2018-01-07,,62
1243,28,140061,32/13/2020,Support!!,71
1244,55,65000,2022-09-12,human resources,82
1245,19,54452,2021-04-07,human resources,99
1246,128,$60000,2015-11-02,VeryLongDepartmentName123,60
268,35,abc,2015-12-28,human resources,266
1248, 30 ,82371,2020-11-18,sales,70
492,27,34300,2023-11-20,sales,NaN
1250,48,129433,2015-01-28,Hr,-10
1251,,139654,2019-09-01,Sales,100
1252,,86874,2022-07-04,Hr,77
1253,57,59916,2015-12-06,,51
1254,105,$60000,not_a_date, SALES ,70
1255,20,75795,2022-08-25,sales,-10
1256,63,131456,2017-06-28,Engineering,68
1257,195,112233,2018-03-25,HR,
1258,24,135168,2022-01-11,Hr, 85 
47,49,80710,not_a_date,,55
1260,200,117888,2017-12-24,Engg,-10
1261,50,117242,2022-05-17,Marketing,85
1262,59,$60000, 2023-07-10 ,Support!!,61
1263,,48062,2016-12-02,sales,92
1264,53,,2022-11-17,HR,84
1265,53,116615,2017-06-15, SALES ,75
1266,49,43653,2024-07-05,,-10
1267,,119581,2023-01-23,sales,70
1268,,147413,32/13/2020,Engineering,61
23,56,81027,2024-09-07,MKT,94
1270,40,71687,2023-06-02,,160
1271,54,34349,not_a_date,HR,55
77, 30 ,32120,32/13/2020,Support,-10
1273,48,85518,2016-04-16, SALES ,96
1274,twenty five,38302, 2023-07-10 ,Support,NaN
